Time difference of 9.764995 hours
reaction #6; stage UB; binary index 4; optim.step 1; tracer 13CGlycerol
reaction #28; stage UB; binary index 4; optim.step 2; tracer 13CGlc
reaction #92; stage UB; binary index 4; optim.step 5; tracer 13CLac
reaction #58; stage UB; binary index 4; optim.step 5; tracer 13CLac
reaction #9; stage UB; binary index 4; optim.step 5; tracer 13CLac
reaction #60; stage LB; binary index 4; optim.step 5; tracer 13CGlycerol
reaction #62; stage UB; binary index 4; optim.step 4; tracer 13ChpAAk
reaction #51; stage UB; binary index 4; optim.step 4; tracer 13ChpAAl
reaction #54; stage UB; binary index 3; optim.step 5; tracer 13CGln
reaction #79; stage UB; binary index 3; optim.step 3; tracer 13ChpAAl
reaction #89; stage UB; binary index 4; optim.step 4; tracer 13ChpAAl
reaction #84; stage UB; binary index 4; optim.step 4; tracer 13ChpAAl
reaction #11; stage LB; binary index 5; optim.step 3; tracer 13ChpAAk
reaction #22; stage LB; binary index 2; optim.step 2; tracer 13CGln
reaction #19; stage UB; binary index 4; optim.step 4; tracer 13ChpAAl
reaction #67; stage UB; binary index 4; optim.step 5; tracer 13CGlc
reaction #85; stage LB; binary index 8; optim.step 2; tracer 13CLac
reaction #13; stage UB; binary index 4; optim.step 5; tracer 13CGlycerol
reaction #73; stage LB; binary index 4; optim.step 3; tracer 13CGlycerol
reaction #25; stage UB; binary index 2; optim.step 4; tracer 13CGlycerol
reaction #6; stage UB; binary index 4; optim.step 1; tracer 13CAla
reaction #28; stage UB; binary index 4; optim.step 2; tracer 13CLac
reaction #92; stage UB; binary index 4; optim.step 5; tracer 13CGlycerol
reaction #9; stage UB; binary index 4; optim.step 5; tracer 13CGlycerol
reaction #58; stage UB; binary index 4; optim.step 5; tracer 13CGlycerol
reaction #60; stage LB; binary index 4; optim.step 5; tracer 13CAla
reaction #62; stage UB; binary index 4; optim.step 4; tracer 13ChpAAl
reaction #51; stage UB; binary index 4; optim.step 5; tracer 13CGlc
reaction #79; stage UB; binary index 3; optim.step 4; tracer 13CGlc
reaction #89; stage UB; binary index 4; optim.step 5; tracer 13CGlc
reaction #84; stage UB; binary index 4; optim.step 5; tracer 13CGlc
reaction #11; stage LB; binary index 5; optim.step 3; tracer 13ChpAAl
reaction #54; stage UB; binary index 3; optim.step 5; tracer 13CHB
reaction #19; stage UB; binary index 4; optim.step 5; tracer 13CGlc
reaction #22; stage LB; binary index 2; optim.step 2; tracer 13CHB
reaction #67; stage UB; binary index 4; optim.step 5; tracer 13CLac
reaction #85; stage LB; binary index 8; optim.step 2; tracer 13CGlycerol
reaction #13; stage UB; binary index 4; optim.step 5; tracer 13CAla
reaction #6; stage UB; binary index 4; optim.step 1; tracer 13CGln
reaction #25; stage UB; binary index 2; optim.step 4; tracer 13CAla
reaction #73; stage LB; binary index 4; optim.step 3; tracer 13CAla
reaction #28; stage UB; binary index 4; optim.step 2; tracer 13CGlycerol
reaction #92; stage UB; binary index 4; optim.step 5; tracer 13CAla
reaction #62; stage UB; binary index 4; optim.step 5; tracer 13CGlc
reaction #9; stage UB; binary index 4; optim.step 5; tracer 13CAla
reaction #60; stage LB; binary index 4; optim.step 5; tracer 13CGln
reaction #58; stage UB; binary index 4; optim.step 5; tracer 13CAla
reaction #51; stage UB; binary index 4; optim.step 5; tracer 13CLac
reaction #11; stage LB; binary index 5; optim.step 4; tracer 13CGlc
reaction #79; stage UB; binary index 3; optim.step 4; tracer 13CLac
reaction #89; stage UB; binary index 4; optim.step 5; tracer 13CLac
reaction #54; stage UB; binary index 3; optim.step 5; tracer 13CLinoKinA
reaction #84; stage UB; binary index 4; optim.step 5; tracer 13CLac
reaction #22; stage LB; binary index 2; optim.step 2; tracer 13CLinoKinA
reaction #19; stage UB; binary index 4; optim.step 5; tracer 13CLac
reaction #67; stage UB; binary index 4; optim.step 5; tracer 13CGlycerol
reaction #85; stage LB; binary index 8; optim.step 2; tracer 13CAla
reaction #13; stage UB; binary index 4; optim.step 5; tracer 13CGln
reaction #73; stage LB; binary index 4; optim.step 3; tracer 13CGln
reaction #25; stage UB; binary index 2; optim.step 4; tracer 13CGln
reaction #6; stage UB; binary index 4; optim.step 1; tracer 13CHB
reaction #28; stage UB; binary index 4; optim.step 2; tracer 13CAla
reaction #92; stage UB; binary index 4; optim.step 5; tracer 13CGln
reaction #9; stage UB; binary index 4; optim.step 5; tracer 13CGln
reaction #58; stage UB; binary index 4; optim.step 5; tracer 13CGln
reaction #60; stage LB; binary index 4; optim.step 5; tracer 13CHB
reaction #62; stage UB; binary index 4; optim.step 5; tracer 13CLac
reaction #51; stage UB; binary index 4; optim.step 5; tracer 13CGlycerol
reaction #54; stage UB; binary index 3; optim.step 5; tracer 13CLinoKinB
reaction #11; stage LB; binary index 5; optim.step 4; tracer 13CLac
reaction #22; stage LB; binary index 2; optim.step 2; tracer 13CLinoKinB
reaction #79; stage UB; binary index 3; optim.step 4; tracer 13CGlycerol
reaction #89; stage UB; binary index 4; optim.step 5; tracer 13CGlycerol
reaction #84; stage UB; binary index 4; optim.step 5; tracer 13CGlycerol
reaction #19; stage UB; binary index 4; optim.step 5; tracer 13CGlycerol
reaction #67; stage UB; binary index 4; optim.step 5; tracer 13CAla
reaction #85; stage LB; binary index 8; optim.step 2; tracer 13CGln
reaction #13; stage UB; binary index 4; optim.step 5; tracer 13CHB
reaction #6; stage UB; binary index 4; optim.step 1; tracer 13CLinoKinA
reaction #73; stage LB; binary index 4; optim.step 3; tracer 13CHB
reaction #25; stage UB; binary index 2; optim.step 4; tracer 13CHB
reaction #28; stage UB; binary index 4; optim.step 2; tracer 13CGln
reaction #92; stage UB; binary index 4; optim.step 5; tracer 13CHB
reaction #9; stage UB; binary index 4; optim.step 5; tracer 13CHB
reaction #60; stage LB; binary index 4; optim.step 5; tracer 13CLinoKinA
reaction #58; stage UB; binary index 4; optim.step 5; tracer 13CHB
reaction #62; stage UB; binary index 4; optim.step 5; tracer 13CGlycerol
reaction #51; stage UB; binary index 4; optim.step 5; tracer 13CAla
reaction #54; stage UB; binary index 3; optim.step 5; tracer 13CLinoKinC
reaction #22; stage LB; binary index 2; optim.step 2; tracer 13CLinoKinC
reaction #79; stage UB; binary index 3; optim.step 4; tracer 13CAla
reaction #89; stage UB; binary index 4; optim.step 5; tracer 13CAla
reaction #11; stage LB; binary index 5; optim.step 4; tracer 13CGlycerol
reaction #84; stage UB; binary index 4; optim.step 5; tracer 13CAla
reaction #19; stage UB; binary index 4; optim.step 5; tracer 13CAla
reaction #67; stage UB; binary index 4; optim.step 5; tracer 13CGln
reaction #85; stage LB; binary index 8; optim.step 2; tracer 13CHB
reaction #13; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinA
reaction #6; stage UB; binary index 4; optim.step 1; tracer 13CLinoKinB
reaction #25; stage UB; binary index 2; optim.step 4; tracer 13CLinoKinA
reaction #73; stage LB; binary index 4; optim.step 3; tracer 13CLinoKinA
reaction #28; stage UB; binary index 4; optim.step 2; tracer 13CHB
reaction #92; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinA
reaction #60; stage LB; binary index 4; optim.step 5; tracer 13CLinoKinB
reaction #9; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinA
reaction #58; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinA
reaction #54; stage UB; binary index 3; optim.step 5; tracer 13CLinoKinD
reaction #51; stage UB; binary index 4; optim.step 5; tracer 13CGln
reaction #62; stage UB; binary index 4; optim.step 5; tracer 13CAla
reaction #22; stage LB; binary index 2; optim.step 2; tracer 13CLinoKinD
reaction #79; stage UB; binary index 3; optim.step 4; tracer 13CGln
reaction #89; stage UB; binary index 4; optim.step 5; tracer 13CGln
reaction #84; stage UB; binary index 4; optim.step 5; tracer 13CGln
reaction #11; stage LB; binary index 5; optim.step 4; tracer 13CAla
reaction #19; stage UB; binary index 4; optim.step 5; tracer 13CGln
reaction #67; stage UB; binary index 4; optim.step 5; tracer 13CHB
reaction #13; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinB
reaction #85; stage LB; binary index 8; optim.step 2; tracer 13CLinoKinA
reaction #6; stage UB; binary index 4; optim.step 1; tracer 13CLinoKinC
reaction #25; stage UB; binary index 2; optim.step 4; tracer 13CLinoKinB
reaction #73; stage LB; binary index 4; optim.step 3; tracer 13CLinoKinB
reaction #28; stage UB; binary index 4; optim.step 2; tracer 13CLinoKinA
reaction #92; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinB
reaction #60; stage LB; binary index 4; optim.step 5; tracer 13CLinoKinC
reaction #9; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinB
reaction #58; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinB
reaction #54; stage UB; binary index 3; optim.step 5; tracer 13CLinoKinE
reaction #62; stage UB; binary index 4; optim.step 5; tracer 13CGln
reaction #22; stage LB; binary index 2; optim.step 2; tracer 13CLinoKinE
reaction #51; stage UB; binary index 4; optim.step 5; tracer 13CHB
reaction #11; stage LB; binary index 5; optim.step 4; tracer 13CGln
reaction #79; stage UB; binary index 3; optim.step 4; tracer 13CHB
reaction #89; stage UB; binary index 4; optim.step 5; tracer 13CHB
reaction #84; stage UB; binary index 4; optim.step 5; tracer 13CHB
reaction #19; stage UB; binary index 4; optim.step 5; tracer 13CHB
reaction #67; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinA
reaction #85; stage LB; binary index 8; optim.step 2; tracer 13CLinoKinB
reaction #13; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinC
reaction #6; stage UB; binary index 4; optim.step 1; tracer 13CLinoKinD
reaction #25; stage UB; binary index 2; optim.step 4; tracer 13CLinoKinC
reaction #73; stage LB; binary index 4; optim.step 3; tracer 13CLinoKinC
reaction #28; stage UB; binary index 4; optim.step 2; tracer 13CLinoKinB
reaction #92; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinC
reaction #60; stage LB; binary index 4; optim.step 5; tracer 13CLinoKinD
reaction #9; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinC
reaction #58; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinC
reaction #54; stage UB; binary index 3; optim.step 5; tracer 13CLinoKinF
reaction #22; stage LB; binary index 2; optim.step 2; tracer 13CLinoKinF
reaction #62; stage UB; binary index 4; optim.step 5; tracer 13CHB
reaction #51; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinA
reaction #79; stage UB; binary index 3; optim.step 4; tracer 13CLinoKinA
reaction #11; stage LB; binary index 5; optim.step 4; tracer 13CHB
reaction #84; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinA
reaction #89; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinA
reaction #19; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinA
reaction #13; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinD
reaction #67; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinB
reaction #85; stage LB; binary index 8; optim.step 2; tracer 13CLinoKinC
reaction #6; stage UB; binary index 4; optim.step 1; tracer 13CLinoKinE
reaction #25; stage UB; binary index 2; optim.step 4; tracer 13CLinoKinD
reaction #73; stage LB; binary index 4; optim.step 3; tracer 13CLinoKinD
reaction #28; stage UB; binary index 4; optim.step 2; tracer 13CLinoKinC
reaction #92; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinD
reaction #60; stage LB; binary index 4; optim.step 5; tracer 13CLinoKinE
reaction #9; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinD
reaction #58; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinD
reaction #54; stage UB; binary index 3; optim.step 5; tracer 13CLinoKinG
reaction #22; stage LB; binary index 2; optim.step 2; tracer 13CLinoKinG
reaction #51; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinB
reaction #62; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinA
reaction #79; stage UB; binary index 3; optim.step 4; tracer 13CLinoKinB
reaction #84; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinB
reaction #89; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinB
reaction #11; stage LB; binary index 5; optim.step 4; tracer 13CLinoKinA
reaction #19; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinB
reaction #13; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinE
reaction #67; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinC
reaction #85; stage LB; binary index 8; optim.step 2; tracer 13CLinoKinD
reaction #6; stage UB; binary index 4; optim.step 1; tracer 13CLinoKinF
reaction #25; stage UB; binary index 2; optim.step 4; tracer 13CLinoKinE
reaction #73; stage LB; binary index 4; optim.step 3; tracer 13CLinoKinE
reaction #28; stage UB; binary index 4; optim.step 2; tracer 13CLinoKinD
reaction #92; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinE
reaction #60; stage LB; binary index 4; optim.step 5; tracer 13CLinoKinF
reaction #9; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinE
reaction #58; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinE
reaction #54; stage UB; binary index 3; optim.step 5; tracer 13CLinoKinH
reaction #22; stage LB; binary index 2; optim.step 2; tracer 13CLinoKinH
reaction #51; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinC
reaction #62; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinB
reaction #79; stage UB; binary index 3; optim.step 4; tracer 13CLinoKinC
reaction #84; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinC
reaction #89; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinC
reaction #11; stage LB; binary index 5; optim.step 4; tracer 13CLinoKinB
reaction #19; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinC
reaction #13; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinF
reaction #67; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinD
reaction #85; stage LB; binary index 8; optim.step 2; tracer 13CLinoKinE
reaction #6; stage UB; binary index 4; optim.step 1; tracer 13CLinoKinG
reaction #73; stage LB; binary index 4; optim.step 3; tracer 13CLinoKinF
reaction #25; stage UB; binary index 2; optim.step 4; tracer 13CLinoKinF
reaction #28; stage UB; binary index 4; optim.step 2; tracer 13CLinoKinE
reaction #92; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinF
reaction #60; stage LB; binary index 4; optim.step 5; tracer 13CLinoKinG
reaction #9; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinF
reaction #58; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinF
reaction #54; stage UB; binary index 3; optim.step 5; tracer 13CLinoKinI
reaction #22; stage LB; binary index 2; optim.step 2; tracer 13CLinoKinI
reaction #51; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinD
reaction #62; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinC
reaction #79; stage UB; binary index 3; optim.step 4; tracer 13CLinoKinD
reaction #84; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinD
reaction #89; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinD
reaction #11; stage LB; binary index 5; optim.step 4; tracer 13CLinoKinC
reaction #19; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinD
reaction #13; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinG
reaction #67; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinE
reaction #85; stage LB; binary index 8; optim.step 2; tracer 13CLinoKinF
reaction #6; stage UB; binary index 4; optim.step 1; tracer 13CLinoKinH
reaction #73; stage LB; binary index 4; optim.step 3; tracer 13CLinoKinG
reaction #25; stage UB; binary index 2; optim.step 4; tracer 13CLinoKinG
reaction #28; stage UB; binary index 4; optim.step 2; tracer 13CLinoKinF
reaction #92; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinG
reaction #60; stage LB; binary index 4; optim.step 5; tracer 13CLinoKinH
reaction #9; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinG
reaction #58; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinG
reaction #54; stage UB; binary index 3; optim.step 5; tracer 13CLinoKinJ
reaction #22; stage LB; binary index 2; optim.step 2; tracer 13CLinoKinJ
reaction #51; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinE
reaction #62; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinD
reaction #79; stage UB; binary index 3; optim.step 4; tracer 13CLinoKinE
reaction #84; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinE
reaction #89; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinE
reaction #11; stage LB; binary index 5; optim.step 4; tracer 13CLinoKinD
reaction #19; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinE
reaction #13; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinH
reaction #67; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinF
reaction #85; stage LB; binary index 8; optim.step 2; tracer 13CLinoKinG
reaction #6; stage UB; binary index 4; optim.step 1; tracer 13CLinoKinI
reaction #25; stage UB; binary index 2; optim.step 4; tracer 13CLinoKinH
reaction #73; stage LB; binary index 4; optim.step 3; tracer 13CLinoKinH
reaction #28; stage UB; binary index 4; optim.step 2; tracer 13CLinoKinG
reaction #92; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinH
reaction #60; stage LB; binary index 4; optim.step 5; tracer 13CLinoKinI
reaction #9; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinH
reaction #58; stage UB; binary index 4; optim.step 5; tracer 13CLinoKinH
reaction #54; stage UB; binary index 3; optim.step 5; tracer 13ChpAAb
reaction #22; stage LB; binary index 2; optim.step 2; tracer 13ChpAAb
